language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
-0.287573785,-0.22546875,1,0,0,0.5665,de_flag,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,7,1.4809,0.487178819,-0.416072049,1,0,0,next_trial_button,0,54,54,54,1,landscape,visiblesun,noclouds,6,"695.0043821209465,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,4,2.521,0.407126736,-0.424331597,1,0,0,next_trial_button,0,55,55,38,1,landscape,visiblesun,noclouds,4,"733.3333333333333,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,6,1.5947,0.328893229,-0.438294271,1,0,0,next_trial_button,0,56,56,65,1,beach,invisiblesun,yesclouds,8,"750,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,4,1.6408,0.425091146,-0.421749132,1,0,0,next_trial_button,0,57,57,72,1,beach,invisiblesun,noclouds,9,"888.8888888888888,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.8792,0.486736111,-0.422894965,1,0,0,next_trial_button,0,58,58,17,1,beach,invisiblesun,yesclouds,2,"684.8635235732011,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,5,2.0399,0.307356771,-0.414756944,1,0,0,next_trial_button,0,59,59,15,1,landscape,visiblesun,yesclouds,1,"333.3333333333333,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.6878,0.400546875,-0.415555556,1,0,0,next_trial_button,0,60,60,55,1,landscape,visiblesun,yesclouds,6,"749.8819083608881,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.7784,0.372196181,-0.449431424,1,0,0,next_trial_button,0,61,61,77,1,landscape,invisiblesun,yesclouds,9,"888.8888888888888,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,9,1.8562,0.437673611,-0.438268229,1,0,0,next_trial_button,0,62,62,27,1,beach,visiblesun,yesclouds,3,"752.8089887640449,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.5166,0.378072917,-0.417131076,1,0,0,next_trial_button,0,63,63,66,1,beach,visiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,7,1.9784,0.465820313,-0.421662326,1,0,0,next_trial_button,0,64,64,49,1,beach,invisiblesun,yesclouds,6,"858.4474885844749,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,2,2.3968,0.362795139,-0.427586806,1,0,0,next_trial_button,0,65,65,68,1,landscape,invisiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,3,1.6279,0.404357639,-0.449930556,1,0,0,next_trial_button,0,66,66,73,1,beach,invisiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.8171,0.442630208,-0.428619792,1,0,0,next_trial_button,0,67,67,30,1,landscape,visiblesun,noclouds,3,"346.3035019455253,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.8655,0.30875434,-0.418233507,1,0,0,next_trial_button,0,68,68,69,1,landscape,invisiblesun,yesclouds,8,"750,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,4,2.3382,0.417868924,-0.396657986,1,0,0,next_trial_button,0,69,69,25,1,beach,invisiblesun,yesclouds,3,"750.4690431519699,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,7,2.7548,0.351236979,-0.437161458,1,0,0,next_trial_button,0,70,70,47,1,landscape,visiblesun,yesclouds,5,"666.6666666666666,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,10,2.1059,0.498723958,-0.415824653,1,0,0,next_trial_button,0,71,71,61,1,landscape,invisiblesun,yesclouds,7,"500,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.4812,0.426493056,-0.424500868,1,0,0,next_trial_button,0,72,72,11,1,beach,visiblesun,yesclouds,1,"989.8132427843803,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,2.0893,0.348993056,-0.414401042,1,0,0,next_trial_button,0,73,73,63,1,landscape,visiblesun,yesclouds,7,"331.94444444444446,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,9,1.714,0.33891059,-0.417217882,1,0,0,next_trial_button,0,74,74,4,1,landscape,invisiblesun,noclouds,0,"1276.9171185127807,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,5,1.6651,0.320034722,-0.423936632,1,0,0,next_trial_button,0,75,75,62,1,landscape,visiblesun,noclouds,7,"417.42389822807814,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.5735,0.391310764,-0.417230903,1,0,0,next_trial_button,0,76,76,41,1,beach,invisiblesun,yesclouds,5,"1248.4394506866417,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,9,1.6393,0.326432292,-0.422526042,1,0,0,next_trial_button,0,77,77,22,1,landscape,visiblesun,noclouds,2,"749.3333333333333,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,7,1.7567,0.369461806,-0.435598958,1,0,0,next_trial_button,0,78,78,19,1,beach,visiblesun,yesclouds,2,"770.1393095093882,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.6806,0.400073785,-0.412304687,1,0,0,next_trial_button,0,79,79,7,1,landscape,visiblesun,yesclouds,0,"743.421052631579,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,"743.421052631579,500",211.8231
